,Order ID,AWB Number,Total weight as per X (KG),Weight slab charged by Courier Company (KG),Delivery Zone as per X,Delivery Zone charged by Courier Company,Type of Shipment,Weight slab as per X (KG),Expected Charge as per X (Rs.),Charges Billed by Courier Company (Rs.),Difference Between Expected Charges and Billed Charges (Rs.)
59,2001809820,1091117795623,1.0,3.0,d,d,Forward charges,1.25,90.19999999999999,269.4,179.2
60,2001809820,1091117795623,1.4,3.0,d,d,Forward charges,1.25,90.19999999999999,269.4,179.2
61,2001809820,1091117795623,2.32,3.0,d,d,Forward charges,1.25,90.19999999999999,269.4,179.2
62,2001809592,1091117616121,1.27,1.5,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
63,2001809592,1091117616121,1.12,1.5,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
64,2001809592,1091117616121,2.4,1.5,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
65,2001809592,1091117616121,1.21,1.5,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
66,2001809383,1091117614452,1.27,0.5,d,d,Forward and RTO charges,1.25,90.19999999999999,86.7,-3.499999999999986
67,2001809383,1091117614452,2.4,0.5,d,d,Forward and RTO charges,1.25,90.19999999999999,86.7,-3.499999999999986
68,2001809270,1091117613962,1.27,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
69,2001809270,1091117613962,2.4,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
70,2001809270,1091117613962,1.33,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
71,2001808992,1091117611501,1.27,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
72,2001808992,1091117611501,2.4,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
73,2001808992,1091117611501,1.33,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
74,2001808883,1091117438074,1.27,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
75,2001808883,1091117438074,2.4,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
76,2001808883,1091117438074,1.33,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
77,2001808837,1091117437890,1.27,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
78,2001808837,1091117437890,2.4,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
79,2001808837,1091117437890,1.33,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
80,2001808679,1091117437035,1.27,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
81,2001808679,1091117437035,2.4,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
82,2001808679,1091117437035,1.33,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
83,2001808585,1091117436652,1.27,0.72,b,b,Forward charges,0.5,61.3,61.3,0.0
84,2001808585,1091117436652,2.4,0.72,b,b,Forward charges,0.5,61.3,61.3,0.0
85,2001808585,1091117436652,1.33,0.72,b,b,Forward charges,0.5,61.3,61.3,0.0
86,2001808542,1091117436464,1.27,0.86,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
87,2001808542,1091117436464,2.4,0.86,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
88,2001808507,1091117436383,1.27,0.79,b,b,Forward charges,0.5,61.3,61.3,0.0
89,2001808507,1091117436383,2.4,0.79,b,b,Forward charges,0.5,61.3,61.3,0.0
90,2001808475,1091117436346,1.27,0.7,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
91,2001808475,1091117436346,2.4,0.7,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
92,2001808475,1091117436346,1.33,0.7,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
93,2001808207,1091117435370,1.27,0.79,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
94,2001808207,1091117435370,2.4,0.79,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
95,2001807981,1091117327570,1.27,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
96,2001807981,1091117327570,2.4,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
97,2001807981,1091117327570,1.33,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
98,2001807956,1091117327275,1.27,1.08,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
99,2001807956,1091117327275,2.4,1.08,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
100,2001807956,1091117327275,1.33,1.08,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
101,2001807956,1091117327275,2.9,1.08,b,b,Forward charges,0.5,61.3,89.6,28.299999999999997
102,2001807931,1091117327172,1.27,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
103,2001807931,1091117327172,2.4,0.72,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
104,2001807852,1091117326925,1.27,0.74,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
105,2001807852,1091117326925,2.4,0.74,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
106,2001807852,1091117326925,1.33,0.74,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
107,2001807814,1091117326612,1.27,0.79,b,b,Forward charges,0.5,61.3,61.3,0.0
108,2001807814,1091117326612,2.4,0.79,b,b,Forward charges,0.5,61.3,61.3,0.0
109,2001807785,1091117326424,1.27,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
110,2001807785,1091117326424,2.4,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
111,2001807785,1091117326424,1.33,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
112,2001807329,1091117333100,1.27,0.73,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
113,2001807329,1091117333100,2.4,0.73,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
114,2001807329,1091117333100,1.33,0.73,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
115,2001807290,1091117324206,1.27,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
116,2001807290,1091117324206,2.4,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
117,2001807290,1091117324206,1.33,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
118,2001807241,1091117324011,1.27,0.79,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
119,2001807241,1091117324011,2.4,0.79,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
120,2001807186,1091117323812,1.27,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
121,2001807186,1091117323812,2.4,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
122,2001807186,1091117323812,1.33,0.5,d,d,Forward charges,1.25,90.19999999999999,45.4,-44.79999999999999
123,2001807084,1091117323215,1.27,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
124,2001807084,1091117323215,2.4,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
125,2001807084,1091117323215,1.33,0.67,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
126,2001807004,1091117229290,1.27,0.68,d,d,Forward charges,1.25,90.19999999999999,90.2,1.4210854715202004e-14
